657.8,2016-07-29
657.6,2016-07-28
657.46,2016-07-27
656.23,2016-07-26
661.83,2016-07-25
663.11,2016-07-24
656.37,2016-07-23
666.58,2016-07-22
666.22,2016-07-21
672.93,2016-07-20
673.28,2016-07-19
681.55,2016-07-18
682.37,2016-07-17
666.46,2016-07-16
667.08,2016-07-15
662.9,2016-07-14
668.7,2016-07-13
675.26,2016-07-12
659.63,2016-07-11
652.29,2016-07-10
666.38,2016-07-09
666.71,2016-07-08
682.43,2016-07-07
681.9,2016-07-06
683.49,2016-07-05
683.66,2016-07-04
704.97,2016-07-03
703.7,2016-07-02
686.15,2016-07-01
675.4,2016-06-30
644.68,2016-06-29
659.25,2016-06-28
655.27,2016-06-27
665.98,2016-06-26
691.73,2016-06-25
681.73,2016-06-24
629.33,2016-06-23
678.67,2016-06-22
735.88,2016-06-21
764.08,2016-06-20
766.62,2016-06-19
777.99,2016-06-18
775.36,2016-06-17
773.72,2016-06-16
696.3,2016-06-15
704.5,2016-06-14
716.0,2016-06-13
684.84,2016-06-12
607.12,2016-06-11
579.13,2016-06-10
582.2,2016-06-09
582.84,2016-06-08
590.26,2016-06-07
586.47,2016-06-06
582.81,2016-06-05
590.13,2016-06-04
574.64,2016-06-03
540.35,2016-06-02
543.08,2016-06-01
546.62,2016-05-31
544.35,2016-05-30
553.96,2016-05-29
533.47,2016-05-28
478.15,2016-05-27
453.64,2016-05-26
450.3,2016-05-25
447.1,2016-05-24
444.35,2016-05-23
443.43,2016-05-22
443.78,2016-05-21
444.05,2016-05-20
454.63,2016-05-19
456.0,2016-05-18
455.07,2016-05-17
458.2,2016-05-16
458.69,2016-05-15
456.84,2016-05-14
457.06,2016-05-13
454.95,2016-05-12
454.58,2016-05-11
461.93,2016-05-10
462.48,2016-05-09
459.42,2016-05-08
460.68,2016-05-07
461.38,2016-05-06
448.51,2016-05-05
450.38,2016-05-04
451.1,2016-05-03
452.44,2016-05-02
452.48,2016-05-01
455.59,2016-04-30
455.38,2016-04-29
449.55,2016-04-28
467.08,2016-04-27
467.96,2016-04-26
466.62,2016-04-25
460.15,2016-04-24
450.28,2016-04-23
449.81,2016-04-22
450.55,2016-04-21
443.05,2016-04-20
436.02,2016-04-19
429.27,2016-04-18
431.37,2016-04-17
432.63,2016-04-16
429.93,2016-04-15
425.37,2016-04-14
426.66,2016-04-13
427.28,2016-04-12
422.74,2016-04-11
422.44,2016-04-10
420.89,2016-04-09
425.36,2016-04-08
423.66,2016-04-07
424.53,2016-04-06
424.26,2016-04-05
422.34,2016-04-04
421.58,2016-04-03
422.08,2016-04-02
418.17,2016-04-01
418.37,2016-03-31
416.83,2016-03-30
426.2,2016-03-29
426.86,2016-03-28
428.8,2016-03-27
418.99,2016-03-26
418.08,2016-03-25
418.68,2016-03-24
419.27,2016-03-23
418.38,2016-03-22
413.42,2016-03-21
414.63,2016-03-20
410.98,2016-03-19
420.55,2016-03-18
421.0,2016-03-17
417.69,2016-03-16
418.13,2016-03-15
416.68,2016-03-14
416.6,2016-03-13
421.8,2016-03-12
423.93,2016-03-11
417.51,2016-03-10
416.03,2016-03-09
416.24,2016-03-08
415.92,2016-03-07
411.91,2016-03-06
411.26,2016-03-05
425.18,2016-03-04
